,AtomizerFlow,ExhaustFlowDelta,SheathFlow,PrintSpeed,ZOffset,NumLayers,SlideCoating,StageTemperature,TubingMaterial,TubingID,PrintTime,SeasoningTime,SeasoningAtomizerFlow,SeasoningExhaustDelta,Completed,AmbientTemperature,Humidity,InkAge,Material,HighBPSolvent,LowBPSolvent,Ratio,Viscosity,Density,BatchVolume,SuppliedVolume,AverageParticleDiameter,MachineID,AtomizerType,MistTubeLength,PrintID,Notes
46,1248.7506511283968,23.64597882917907,59.72113175691397,4.910643314097355,5.5595999092084,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
47,1263.5154691748048,24.957875431958644,40.09144139450626,4.273086175371397,5.748590535495021,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
48,1271.5478007282404,26.695331641202632,41.88547441848533,3.1431492492806745,5.32134023154562,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
49,1289.6130983270382,26.77643633480374,38.35428391373739,1.9834728804890118,5.546296117916757,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
50,1313.8434581635129,22.2426988577854,26.87696019677234,3.702516594023373,4.601541438257339,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
51,1314.5861838493809,25.116169126875853,42.33199380096976,4.513692500165365,3.2430909876807004,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
52,1340.2758719176672,20.265710933598456,57.55571271036783,4.456233302809838,2.555426233337759,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
53,1345.3616261720904,29.220115216354593,56.713816526534174,2.58710890803313,4.712058459588979,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
54,1367.965894779863,25.723117129109575,43.30537288404865,4.777612953793914,5.44199091805691,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
55,1385.314371196514,25.90467524429598,22.293852817252038,2.671101904945056,4.257040609358091,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
56,1390.2810498940257,26.06349972058493,32.404662957645286,0.3240589134481865,3.0393865703284355,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
57,1404.7126230324595,27.271115222995547,59.42499402173003,3.8642713333986927,5.204076036570205,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
58,1422.2547968038755,29.871983475112444,32.59590534057084,3.46271908628966,4.943644124407982,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
59,1436.8216449195706,25.236013326396094,51.22819890986877,3.5231346347419974,3.9744193253190643,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
60,1443.8702464159162,21.8833750992886,23.996205840230036,0.6328924900322561,3.907442728306804,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
61,1469.5987811717305,29.102655193553012,22.170263079901524,1.170664684002046,3.88500327599875,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
62,1476.6034839532763,27.949975429582196,25.048525744743728,4.967775098265364,3.683257299240546,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
63,1495.2734050687086,22.77453899010145,28.073149413982158,0.8026910699953091,5.074601994691058,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
64,1511.1286313168266,27.716498034486513,57.90427901533412,2.5397619822003628,3.5145218325665577,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
65,1516.1803154516087,21.47470827819487,52.923543013195236,3.327763795375418,2.698129602530389,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
66,1529.7437420894937,22.689073382371745,23.30589866228372,2.8971660869916844,4.030000162979418,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
67,1553.650314994682,28.103324777208293,26.226535374271066,2.7728870695026404,5.376140095638963,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
68,1560.8604952172411,25.593249533636442,43.764892140369824,1.574421715960974,4.845072827725691,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
69,1580.1913631007046,29.327363932957773,29.1931085528737,4.067394977500459,2.760348010354133,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
70,1595.4982918945022,24.83713315847285,46.94750225171245,3.0846464368735593,3.173490095674294,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
